Introduction,Quarters,HouseType,Area,PeopleNumber,WatchNumber,ReleaseTime,TotalPrice,Price,Dist,Lotitude
西辛北区 3室1厅 400万,西辛北区 , 3室1厅 ,101.97,28.0,14.0, 2个月以前发布,400.0,39228.0,顺义,"116.649091,40.144305"
西辛南区 3室2厅 440万,西辛南区 , 3室2厅 ,112.0,17.0,6.0, 1个月以前发布,440.0,39286.0,顺义,"116.649455,40.141789"
马坡花园二区 南北三居 满五年 好楼层,马坡花园二区 , 3室2厅 ,120.02,28.0,7.0, 1个月以前发布,430.0,35828.0,顺义,"116.661657,40.18394"
2000年新房，正规全明两居，低楼层,前进花园石门苑 , 3室1厅 ,91.84,29.0,8.0, 2个月以前发布,370.0,40288.0,顺义,"116.639323,40.137953"
直接拎包入住 看房提前打电话 业主这边诚心出售,石园南区 , 3室1厅 ,100.13,45.0,10.0, 4个月以前发布,350.0,34955.0,顺义,"116.668841,40.113345"
马坡花园二区 3室2厅 480万,马坡花园二区 , 3室2厅 ,119.93,25.0,9.0, 2个月以前发布,480.0,40024.0,顺义,"116.661657,40.18394"
港馨家园东区 3室2厅 396万,港馨家园东区 , 3室2厅 ,110.0,58.0,15.0, 4个月以前发布,396.0,36000.0,顺义,"116.697838,40.110591"
蓝天苑 南北通透两居室 有正规客厅 另有餐厅,蓝天苑 , 2室2厅 ,118.0,24.0,7.0, 2个月以前发布,495.0,41950.0,顺义,"116.602298,40.047329"
毛坯三居 双卧朝阳 把东户 全明户型 位置好,东方太阳城 , 3室2厅 ,157.0,17.0,18.0, 30天以前发布,580.0,36943.0,顺义,"116.722221,40.087052"
石园北区 2室1厅 330万,石园北区 , 2室1厅 ,79.0,3.0,0.0, 16天以前发布,330.0,41773.0,顺义,"116.670101,40.118729"
南北通透格局，楼层好，采光充足，视野宽阔，精装修,江山赋 , 3室2厅 ,151.0,34.0,40.0, 3个月以前发布,950.0,62914.0,顺义,"116.559953,40.117154"
东兴二区 3室2厅 450万,东兴二区 , 3室2厅 ,121.17,19.0,9.0, 5个月以前发布,450.0,37138.0,顺义,"116.673001,40.138289"
名都园公寓，两居室，格局实用，看房方便，,名都园 , 2室1厅 ,72.76,14.0,5.0, 2个月以前发布,480.0,65971.0,顺义,"116.543168,40.078165"
石园南区 2室2厅 385万,石园南区 , 2室2厅 ,101.86,8.0,4.0, 1个月以前发布,385.0,37797.0,顺义,"116.668841,40.113345"
顺义区 幸福东区 三居 明厨明卫 ,幸福东区 , 3室1厅 ,96.19,16.0,3.0, 1个月以前发布,420.0,43664.0,顺义,"116.665892,40.140733"
望潮家园  滨河高层  精装 满五年 电梯房,望潮家园 , 2室1厅 ,113.52,10.0,7.0, 4个月以前发布,425.0,37439.0,顺义,"116.693092,40.123469"
万科四季花城 3室1厅 580万,万科四季花城 , 3室1厅 ,122.27,16.0,5.0, 1个月以前发布,580.0,47437.0,顺义,"116.646296,40.132553"
万科四季花城 3室1厅 570万,万科四季花城 , 3室1厅 ,120.33,19.0,5.0, 1个月以前发布,570.0,47370.0,顺义,"116.646296,40.132553"
佳和宜园   精装两居室  客厅朝南  双卧朝南 ,佳和宜园 , 2室2厅 ,75.27,27.0,1.0, 1个月以前发布,305.0,40521.0,顺义,"116.655693,40.180093"
裕龙西区 3室1厅 480万,裕龙西区 , 3室1厅 ,117.0,29.0,4.0, 1个月以前发布,480.0,41026.0,顺义,"116.674754,40.133443"
满五年 正规三居  精装修 采光充足,裕龙六区 , 3室2厅 ,125.15,100.0,7.0, 4个月以前发布,395.0,31563.0,顺义,"116.683576,40.124464"
全明两居，单价低，满五年，名下就一套，随时签约,金汉绿港一区 , 2室1厅 ,106.0,34.0,2.0, 1个月以前发布,449.0,42359.0,顺义,"116.671806,40.140872"
观潮园 7室5厅 1599万,观潮园 , 7室5厅 ,373.5,3.0,0.0, 1个月以前发布,1599.0,42812.0,顺义,"116.690605,40.12516"
佳和宜园   精装两居室  客厅朝南  双卧朝南 ,佳和宜园 , 2室2厅 ,75.27,27.0,1.0, 1个月以前发布,305.0,40521.0,顺义,"116.655693,40.180093"
全明两居，单价低，满五年，名下就一套，随时签约,金汉绿港一区 , 2室1厅 ,106.0,34.0,2.0, 1个月以前发布,449.0,42359.0,顺义,"116.671806,40.140872"
观潮园 7室5厅 1599万,观潮园 , 7室5厅 ,373.5,3.0,0.0, 1个月以前发布,1599.0,42812.0,顺义,"116.690605,40.12516"
南北通透三居室，低楼层，小区南门，位置好。,西辛南区 , 3室2厅 ,89.8,17.0,5.0, 1个月以前发布,395.0,43987.0,顺义,"116.649455,40.141789"
低楼层标准三居，南北通透，配套齐全,西辛南区 , 3室1厅 ,84.25,13.0,3.0, 1个月以前发布,384.0,45579.0,顺义,"116.649455,40.141789"
房子满五年，落地窗，南北通透，中间楼层。,双兴南区 , 2室1厅 ,85.0,48.0,16.0, 1个月以前发布,345.0,40589.0,顺义,"116.659297,40.14532"
香花畦家园   南北三居  楼层好 ,香花畦家园 , 3室2厅 ,141.46,45.0,5.0, 4个月以前发布,700.0,49484.0,顺义,"116.554991,40.116654"
石园北区 两室一厅一厨一卫  415万出售,石园北区 , 2室1厅 ,99.97,12.0,4.0, 2个月以前发布,400.0,40013.0,顺义,"116.670101,40.118729"
石园北区，全明户型正规两居室，南北通透,石园北区 , 2室1厅 ,92.0,10.0,3.0, 2个月以前发布,355.0,38587.0,顺义,"116.670101,40.118729"
吉祥花园两居 84平米 470万,空港吉祥花园 , 2室1厅 ,84.51,15.0,5.0, 1个月以前发布,470.0,55615.0,顺义,"116.560215,40.093"
樱花园一区 3室1厅 298万,樱花园一区 , 3室1厅 ,112.95,15.0,2.0, 2个月以前发布,298.0,26384.0,顺义,"116.636725,40.031531"
中间位置，南北通透户型，精装修，电梯房,石园南区 , 2室1厅 ,116.74,5.0,2.0, 2个月以前发布,375.0,32123.0,顺义,"116.668841,40.113345"
吉祥花园全南格局两居室，满五年，中间层带电梯,空港吉祥花园 , 2室1厅 ,74.0,70.0,22.0, 2个月以前发布,410.0,55406.0,顺义,"116.560215,40.093"
馨港庄园精装三居室好楼层好户型带车位,馨港庄园三区 , 3室1厅 ,127.0,14.0,1.0, 1个月以前发布,430.0,33859.0,顺义,"116.675955,40.037646"
石园北区 独立大三居  带独立餐厅  精装,石园北区 , 3室1厅 ,129.99,34.0,6.0, 4个月以前发布,435.0,33465.0,顺义,"116.670101,40.118729"
南北通透 三居双卫 带独立餐厅 满5年 适合改善,金汉绿港三区 , 3室2厅 ,139.96,43.0,1.0, 2个月以前发布,585.0,41798.0,顺义,"116.6708,40.139004"
佳和宜园 三居室 南北通透  停车位免费,佳和宜园 , 3室1厅 ,91.07,18.0,2.0, 1个月以前发布,336.0,36895.0,顺义,"116.655693,40.180093"
两室两厅两卫，满五年，带25平地下室,蓝海苑 , 2室2厅 ,108.12,16.0,2.0, 4个月以前发布,500.0,46245.0,顺义,"116.601883,40.044753"
金汉绿港一区 2室1厅 455万,金汉绿港一区 , 2室1厅 ,106.0,22.0,17.0, 3个月以前发布,455.0,42925.0,顺义,"116.671806,40.140872"
顺鑫花语 精装自住两居室 通透带电梯,顺鑫花语 , 2室2厅 ,92.05,18.0,1.0, 3个月以前发布,420.0,45628.0,顺义,"116.558192,40.162583"
"彩俸北区，独立两居室,南北通透，诚意出售",彩俸北区 , 2室1厅 ,86.73,98.0,25.0, 5个月以前发布,289.0,33322.0,顺义,"116.707179,40.138113"
万科四季花城 3室1厅 560万,万科四季花城 , 3室1厅 ,117.79,59.0,22.0, 2个月以前发布,560.0,47543.0,顺义,"116.646296,40.132553"
青岚花园 3室2厅 530万,青岚花园 , 3室2厅 ,137.0,35.0,8.0, 3个月以前发布,530.0,38687.0,顺义,"116.541024,40.123247"
裕龙六区 3室2厅 460万,裕龙六区 , 3室2厅 ,121.19,15.0,4.0, 1个月以前发布,460.0,37957.0,顺义,"116.683576,40.124464"
双兴东区正规一居室 客厅带东窗 ,双兴东区 , 1室1厅 ,67.88,27.0,13.0, 1个月以前发布,290.0,42723.0,顺义,"116.664599,40.144969"
双裕小区 三居室 南北通透 首套购买只有1%的契税,双裕小区 , 3室1厅 ,85.62,33.0,6.0, 2个月以前发布,390.0,45551.0,顺义,"116.561056,40.112912"
双裕花园东区 带100平花园 1+2复式 双卧向阳,双裕花园东区 , 5室3厅 ,225.85,27.0,10.0, 28天以前发布,890.0,39407.0,顺义,"116.559275,40.113935"
莫奈花园 4室2厅 850万,莫奈花园 , 4室2厅 ,215.87,231.0,95.0, 7个月以前发布,850.0,39376.0,顺义,"116.53916,40.107599"
马坡花园二区 户型方正 精装两居 满五年,马坡花园二区 , 2室1厅 ,105.0,40.0,5.0, 4个月以前发布,356.0,33905.0,顺义,"116.661657,40.18394"
西辛北区 正规2居室 业主诚心出售,西辛北区 , 2室1厅 ,82.57,18.0,5.0, 2个月以前发布,315.0,38150.0,顺义,"116.649091,40.144305"
双裕花园东区 精装修2居 诚心出售,双裕花园东区 , 2室1厅 ,99.13,21.0,4.0, 3个月以前发布,500.0,50439.0,顺义,"116.559275,40.113935"
中间楼层 南北通透 上学方便 诚售,双兴北区 , 3室1厅 ,87.0,23.0,4.0, 3个月以前发布,370.0,42529.0,顺义,"116.660013,40.147758"
樱花园一区正规三居室采光好业主诚心出售,樱花园一区 , 3室2厅 ,123.17,14.0,4.0, 2个月以前发布,350.0,28417.0,顺义,"116.636725,40.031531"
双裕小区 3室1厅 385万,双裕小区 , 3室1厅 ,85.62,23.0,1.0, 1个月以前发布,385.0,44967.0,顺义,"116.561056,40.112912"
龙府花园 南北通透户型 浇筑结构 背靠减河公园,龙府花园 , 3室1厅 ,98.8,18.0,5.0, 8个月以前发布,450.0,45547.0,顺义,"116.658337,40.147875"
空港吉祥花园满五年两居室，东西北朝向，明厨明卫,空港吉祥花园 , 2室1厅 ,74.0,102.0,21.0, 3个月以前发布,415.0,56082.0,顺义,"116.560215,40.093"
满五年，精装修，带阁楼，带边窗,裕祥花园 , 2室1厅 ,75.27,75.0,2.0, 3个月以前发布,358.0,47563.0,顺义,"116.554715,40.107876"
裕龙一区 3室2厅 440万,裕龙一区 , 3室2厅 ,126.85,54.0,3.0, 3个月以前发布,440.0,34687.0,顺义,"116.673595,40.124882"
裕祥花园理想三居采光好 税费少位置好 集中供暖地铁房,裕祥花园 , 3室1厅 ,108.1,24.0,3.0, 2个月以前发布,445.0,41166.0,顺义,"116.554715,40.107876"
水木兰亭二居室户型 中等装修！,水木兰亭 , 2室2厅 ,96.51,67.0,4.0, 4个月以前发布,510.0,52845.0,顺义,"116.565327,40.069623"
三山新新家园 中间层  采光好 南北通透,三山新新家园 , 3室1厅 ,95.25,27.0,3.0, 2个月以前发布,480.0,50394.0,顺义,"116.541005,40.103325"
万科城市花园 电梯房 顶层复式  南北通透,万科城市花园 , 4室3厅 ,289.22,132.0,34.0, 9个月以前发布,1150.0,39763.0,顺义,"116.560168,40.110054"
前进花园一区 2室1厅 295万,前进花园一区 , 2室1厅 ,80.83,8.0,6.0, 1个月以前发布,295.0,36497.0,顺义,"116.639934,40.143448"
佳和宜园 3室1厅 330万,佳和宜园 , 3室1厅 ,91.17,27.0,1.0, 1个月以前发布,330.0,36197.0,顺义,"116.655693,40.180093"
东方太阳城琴湖湾一层二居室送40平米花园！,东方太阳城 , 2室2厅 ,117.0,9.0,1.0, 4个月以前发布,482.0,41197.0,顺义,"116.722221,40.087052"
西平街一里 2室1厅 255万,西平街一里 , 2室1厅 ,65.38,2.0,9.0, 1个月以前发布,255.0,39003.0,顺义,"116.59741,40.053178"
此房精装修，采光好，业主诚心出售！,西辛北区 , 3室1厅 ,103.0,11.0,1.0, 3个月以前发布,400.0,38835.0,顺义,"116.649091,40.144305"
石园东苑房龄新，南北通透，业主诚心出售，视野开阔。,石园东苑 , 3室1厅 ,108.61,14.0,2.0, 3个月以前发布,410.0,37750.0,顺义,"116.673369,40.111803"
满五年 业主名下无其他住房 业主诚售,双裕小区 , 2室1厅 ,71.9,33.0,7.0, 1个月以前发布,345.0,47984.0,顺义,"116.561056,40.112912"
西辛南区卧龙公寓高层有电梯正规两居室,卧龙公寓 , 2室1厅 ,96.48,7.0,2.0, 1个月以前发布,420.0,43533.0,顺义,"116.647066,40.143241"
石园南区 2室1厅 370万,石园南区 , 2室1厅 ,94.19,2.0,3.0, 30天以前发布,370.0,39283.0,顺义,"116.668841,40.113345"
鲁能溪园 带装修两居室  满两年 随时看房,鲁能7号院颐景溪园 , 2室1厅 ,85.12,87.0,66.0, 1个月以前发布,348.0,40884.0,顺义,"116.669059,40.187381"
义宾北区 2室2厅 340万,义宾北区 , 2室2厅 ,90.83,18.0,12.0, 29天以前发布,340.0,37433.0,顺义,"116.655265,40.139222"
江山赋 3室2厅 720万,江山赋 , 3室2厅 ,106.21,25.0,11.0, 23天以前发布,720.0,67791.0,顺义,"116.559953,40.117154"
北京方糖loft 不限购 层高5.5米,北京方糖 , 2室1厅 ,58.73,19.0,13.0, 28天以前发布,320.0,54487.0,顺义,"116.564402,40.108073"
万科四季花城 3室1厅 550万,万科四季花城 , 3室1厅 ,121.61,41.0,24.0, 19天以前发布,550.0,45227.0,顺义,"116.646296,40.132553"
双兴东区 3室1厅 425万,双兴东区 , 3室1厅 ,96.59,8.0,0.0, 1个月以前发布,425.0,44001.0,顺义,"116.664599,40.144969"
西辛北区 3室1厅 380万,西辛北区 , 3室1厅 ,103.75,10.0,0.0, 1个月以前发布,380.0,36627.0,顺义,"116.649091,40.144305"
经典大三居格局方正可做阁楼看房方便,裕龙西区 , 3室1厅 ,128.99,32.0,0.0, 3个月以前发布,449.0,34809.0,顺义,"116.674754,40.133443"
龙府花园 3室2厅 538万,龙府花园 , 3室2厅 ,135.7,11.0,0.0, 1个月以前发布,538.0,39647.0,顺义,"116.658337,40.147875"
龙府花园 3室2厅 455万,龙府花园 , 3室2厅 ,108.87,2.0,0.0, 1个月以前发布,455.0,41793.0,顺义,"116.658337,40.147875"
带落地窗 可观顺义城区 拎包入住,怡馨家园 , 1室1厅 ,102.0,25.0,14.0, 3个月以前发布,415.0,40687.0,顺义,"116.654682,40.125799"
双兴南区 南北通透 三居两卫 干净装修  只有契税,双兴南区 , 3室2厅 ,122.03,9.0,0.0, 2个月以前发布,405.0,33189.0,顺义,"116.659297,40.14532"
紧缺楼层 南北通透 无抵押 诚意出售 光明小学,东兴二区 , 2室1厅 ,84.76,35.0,15.0, 4个月以前发布,360.0,42473.0,顺义,"116.673001,40.138289"
马坡花园二区 3室2厅 420万,马坡花园二区 , 3室2厅 ,120.0,17.0,0.0, 5个月以前发布,420.0,35000.0,顺义,"116.661657,40.18394"
三山新新家园 3室1厅 446万,三山新新家园 , 3室1厅 ,97.11,20.0,0.0, 6个月以前发布,446.0,45928.0,顺义,"116.541005,40.103325"
空港吉祥花园 2室1厅 450万,空港吉祥花园 , 2室1厅 ,84.0,26.0,17.0, 2个月以前发布,450.0,53572.0,顺义,"116.560215,40.093"
顺鑫花语 2室2厅 450万,顺鑫花语 , 2室2厅 ,92.0,10.0,0.0, 31天以前发布,450.0,48914.0,顺义,"116.558192,40.162583"
低楼层三居，南北通透，采光充足,万科城市花园 , 3室2厅 ,101.0,34.0,0.0, 31天以前发布,500.0,49505.0,顺义,"116.560168,40.110054"
金汉绿港四区 3室2厅 670万,金汉绿港四区 , 3室2厅 ,157.29,0.0,0.0, 1个月以前发布,670.0,42597.0,顺义,"116.66841,40.142858"
望潮家园 3室1厅 480万,望潮家园 , 3室1厅 ,127.81,2.0,0.0, 1个月以前发布,480.0,37556.0,顺义,"116.693092,40.123469"
西辛南区 2室1厅 287万,西辛南区 , 2室1厅 ,67.22,66.0,19.0, 2个月以前发布,287.0,42696.0,顺义,"116.649455,40.141789"
高层采光好，有装修loft，带燃气,智地香蜜湾 , 2室2厅 ,70.22,20.0,35.0, 1个月以前发布,360.0,51268.0,顺义,"116.545553,40.103666"
万科四季花城 2室1厅 436万,万科四季花城 , 2室1厅 ,91.31,101.0,20.0, 2个月以前发布,436.0,47750.0,顺义,"116.646296,40.132553"
滨河小区 2室1厅 274万,滨河小区 , 2室1厅 ,72.93,45.0,13.0, 2个月以前发布,274.0,37571.0,顺义,"116.688628,40.123965"
新国展 精装两居室 婚房室内保持良好,米兰花园 , 2室1厅 ,97.4,61.0,14.0, 2个月以前发布,406.0,41684.0,顺义,"116.567579,40.076173"
馨港二区南北通透 装修好 一层带花园 正规两居室,馨港庄园二区 , 2室2厅 ,111.44,41.0,47.0, 2个月以前发布,373.0,33471.0,顺义,"116.675236,40.039656"
东方太阳城 2室2厅 550万,东方太阳城 , 2室2厅 ,146.63,14.0,50.0, 2个月以前发布,550.0,37510.0,顺义,"116.722221,40.087052"
怡馨家园 1室1厅 340万,怡馨家园 , 1室1厅 ,75.41,103.0,93.0, 4个月以前发布,340.0,45087.0,顺义,"116.654682,40.125799"
南竺园 南北通透 南北阳台 随时看房 业主诚售 ,南竺园 , 2室1厅 ,64.1,64.0,52.0, 1个月以前发布,240.0,37442.0,顺义,"116.599448,40.048301"
石园北区全明户型两居 南北通透,石园北区 , 2室1厅 ,87.6,15.0,4.0, 2个月以前发布,355.0,40526.0,顺义,"116.670101,40.118729"
大开间  一层带花园，七十年大产权房屋,樱花园二区 , 1室0厅 ,35.43,196.0,6.0, 5个月以前发布,170.0,47982.0,顺义,"116.632799,40.031538"
双兴南区 4室2厅 465万,双兴南区 , 4室2厅 ,177.0,52.0,6.0, 4个月以前发布,465.0,26272.0,顺义,"116.659297,40.14532"
三山新新家园 满五年没有个税 南北通透两居室,三山新新家园 , 2室1厅 ,74.0,61.0,9.0, 2个月以前发布,340.0,45946.0,顺义,"116.541005,40.103325"
滨河小区正规两居室南北通透，正规两居室,滨河小区 , 2室1厅 ,72.93,87.0,7.0, 4个月以前发布,275.0,37708.0,顺义,"116.688628,40.123965"
双裕花园西区 把边联排 精装修 看房提前约,双裕花园西区 , 3室2厅 ,222.0,139.0,49.0, 一年前发布,750.0,33784.0,顺义,"116.555368,40.113521"
满五年名下就这一套，正规两居室，中间楼层,前进花园一区 , 2室1厅 ,75.46,17.0,7.0, 1个月以前发布,320.0,42407.0,顺义,"116.639934,40.143448"
义宾北区 2室1厅 260万,义宾北区 , 2室1厅 ,65.44,26.0,8.0, 2个月以前发布,260.0,39732.0,顺义,"116.655265,40.139222"
双兴东区 2室1厅 295万,双兴东区 , 2室1厅 ,70.34,86.0,12.0, 3个月以前发布,295.0,41940.0,顺义,"116.664599,40.144969"
东方太阳城 2室2厅 460万,东方太阳城 , 2室2厅 ,142.0,10.0,10.0, 23天以前发布,460.0,32395.0,顺义,"116.722221,40.087052"
高丽营 丽喜花园 高层两居室  可做阁楼,丽喜花园 , 2室1厅 ,78.29,69.0,20.0, 27天以前发布,275.0,35126.0,顺义,"116.557742,40.165279"
莫奈花园 3室2厅 1200万,莫奈花园 , 3室2厅 ,182.21,6.0,1.0, 26天以前发布,1200.0,65859.0,顺义,"116.53916,40.107599"
怡馨家园大四居、南北通透、业主诚意出售,怡馨家园 , 4室2厅 ,152.28,72.0,41.0, 6个月以前发布,389.0,25546.0,顺义,"116.654682,40.125799"
万科通透大两居  满五年近地铁 班车直达东直门 位置好,万科城市花园 , 2室2厅 ,81.6,133.0,70.0, 4个月以前发布,370.0,45344.0,顺义,"116.560168,40.110054"
房本满二年精装三居室客厅主卧室朝南户型两个卫生间,红杉一品 , 3室1厅 ,112.74,108.0,93.0, 3个月以前发布,560.0,49672.0,顺义,"116.653551,40.130253"
裕龙三区 诚心出售 看房方便  南北通透 纯正三居双卫 ,裕龙三区 , 3室1厅 ,161.41,35.0,45.0, 2个月以前发布,600.0,37173.0,顺义,"116.678194,40.129754"
红杉一品 3室2厅 608万,红杉一品 , 3室2厅 ,134.23,112.0,68.0, 4个月以前发布,608.0,45296.0,顺义,"116.653551,40.130253"
房本满五年，已购公房无原值，首套契税1%，个税1%。,西辛南区 , 2室2厅 ,85.03,48.0,33.0, 1个月以前发布,360.0,42338.0,顺义,"116.649455,40.141789"
香花畦家园 3室2厅 780万,香花畦家园 , 3室2厅 ,141.37,1.0,4.0, 14天以前发布,780.0,55175.0,顺义,"116.554991,40.116654"
南北通透，二层，两居室，适合居住,顺鑫花语 , 2室1厅 ,97.61,39.0,50.0, 6个月以前发布,400.0,40980.0,顺义,"116.558192,40.162583"
三层，南北通透，独立一居，业主诚心出售！,石园东苑 , 1室1厅 ,69.0,20.0,6.0, 3个月以前发布,290.0,42029.0,顺义,"116.673369,40.111803"
龙湾别墅 3室3厅 1850万,龙湾别墅 , 3室3厅 ,352.0,70.0,41.0, 一年前发布,1850.0,52557.0,顺义,"116.516835,40.087744"
石园南区 2室1厅 320万,石园南区 , 2室1厅 ,86.04,28.0,18.0, 4个月以前发布,320.0,37193.0,顺义,"116.668841,40.113345"
南北双通透两居室，精装修，满五年住房,龙湖香醍漫步二区 , 2室1厅 ,95.46,23.0,1.0, 1个月以前发布,435.0,45569.0,顺义,"116.670768,40.209956"
樱花园三区 2室1厅 290万,樱花园三区 , 2室1厅 ,92.0,14.0,5.0, 1个月以前发布,290.0,31522.0,顺义,"116.632377,40.033796"
阳洲鑫园 3室1厅 350万,阳洲鑫园 , 3室1厅 ,100.0,9.0,3.0, 1个月以前发布,350.0,35000.0,顺义,"116.837063,40.164071"
龙湖三区两居室，业主诚心卖，看房方便,龙湖香醍漫步三区 , 2室1厅 ,93.51,26.0,2.0, 2个月以前发布,413.0,44167.0,顺义,"116.671037,40.212794"
樱花园二区 1室0厅 178万,樱花园二区 , 1室0厅 ,35.33,271.0,12.0, 2个月以前发布,178.0,50383.0,顺义,"116.632799,40.031538"
香花畦家园 3室1厅 820万,香花畦家园 , 3室1厅 ,146.59,12.0,1.0, 2个月以前发布,820.0,55939.0,顺义,"116.554991,40.116654"
朝南向大一居 落地窗 精装修 中间楼层 采光好,馨港庄园三区 , 1室2厅 ,66.16,28.0,1.0, 2个月以前发布,255.0,38543.0,顺义,"116.675955,40.037646"
石园东苑 精装修 满五年 看房方便,石园东苑 , 2室1厅 ,96.0,13.0,7.0, 2个月以前发布,375.0,39063.0,顺义,"116.673369,40.111803"
建新南区 2室1厅 295万,建新南区 , 2室1厅 ,63.0,12.0,5.0, 2个月以前发布,295.0,46826.0,顺义,"116.659766,40.128078"
万科四季花城 3室2厅 685万,万科四季花城 , 3室2厅 ,133.42,9.0,4.0, 2天以前发布,685.0,51342.0,顺义,"116.646296,40.132553"
万科城市花园 4室2厅 910万,万科城市花园 , 4室2厅 ,226.34,175.0,29.0, 一年前发布,910.0,40206.0,顺义,"116.560168,40.110054"
樱花园三区 南北通透 四居大复式,樱花园三区 , 4室2厅 ,159.11,54.0,14.0, 9个月以前发布,365.0,22941.0,顺义,"116.632377,40.033796"
满五年住房，2居室，自住，可看随时签约,石园西区 , 2室1厅 ,84.0,37.0,3.0, 4个月以前发布,300.0,35715.0,顺义,"116.669988,40.116534"
三山新新家园 3室2厅 528万,三山新新家园 , 3室2厅 ,132.0,38.0,5.0, 11个月以前发布,528.0,40000.0,顺义,"116.541005,40.103325"
双兴东区 2室1厅 360万,双兴东区 , 2室1厅 ,84.11,5.0,1.0, 4个月以前发布,360.0,42802.0,顺义,"116.664599,40.144969"
后街花园 1室1厅 350万,后街花园 , 1室1厅 ,69.61,6.0,1.0, 3个月以前发布,350.0,50281.0,顺义,"116.545444,40.1154"
西辛南区 3室1厅 410万,西辛南区 , 3室1厅 ,112.68,8.0,2.0, 3个月以前发布,410.0,36387.0,顺义,"116.649455,40.141789"
吉祥花园距地铁15#花梨坎站262米满五只一套95平三居,空港吉祥花园 , 3室2厅 ,94.66,16.0,15.0, 1个月以前发布,530.0,55990.0,顺义,"116.560215,40.093"
阿凯笛亚庄园 4室2厅 1150万,阿凯笛亚庄园 , 4室2厅 ,209.3,9.0,0.0, 30天以前发布,1150.0,54946.0,顺义,"116.532301,40.119598"
西辛南区 1室1厅 186万,西辛南区 , 1室1厅 ,37.73,302.0,64.0, 1个月以前发布,186.0,49298.0,顺义,"116.649455,40.141789"
首都机场西平里精装两居随时看房,西平里 , 2室1厅 ,83.0,13.0,30.0, 1个月以前发布,350.0,42169.0,顺义,"116.596995,40.050014"
中铁花溪渡 养心大三居 南北花园 满两年,中铁花溪渡 , 3室2厅 ,129.77,131.0,32.0, 7个月以前发布,580.0,44695.0,顺义,"116.664815,40.189938"
拎包入住 电梯复式 距离地铁15号线1197米,双裕花园东区 , 3室2厅 ,168.0,50.0,20.0, 2个月以前发布,780.0,46429.0,顺义,"116.559275,40.113935"
诚心卖 看房方便东南朝向的公摊小,南竺园 , 2室1厅 ,71.23,27.0,13.0, 24天以前发布,265.0,37204.0,顺义,"116.599448,40.048301"
望潮家园 2室1厅 406万,望潮家园 , 2室1厅 ,113.34,10.0,0.0, 1个月以前发布,406.0,35822.0,顺义,"116.693092,40.123469"
莱蒙湖 联排中间户型 精装修 带租约,莱蒙湖别墅 , 4室2厅 ,315.78,77.0,18.0, 一年前发布,1700.0,53835.0,顺义,"116.548935,40.074141"
精装婚房推荐 免税学区 成熟配套,怡馨家园 , 2室1厅 ,89.56,33.0,0.0, 5个月以前发布,400.0,44663.0,顺义,"116.654682,40.125799"
石园南区 2室1厅 350万,石园南区 , 2室1厅 ,93.7,7.0,0.0, 1个月以前发布,350.0,37354.0,顺义,"116.668841,40.113345"
龙府花园 3室1厅 350万,龙府花园 , 3室1厅 ,106.0,36.0,0.0, 3个月以前发布,350.0,33019.0,顺义,"116.658337,40.147875"
吉祥两居室 75平米 西南朝向 简单装修,空港吉祥花园 , 2室1厅 ,75.25,24.0,0.0, 2个月以前发布,430.0,57143.0,顺义,"116.560215,40.093"
东亚首航国际 1室1厅 145万,东亚首航国际 , 1室1厅 ,52.8,131.0,39.0, 1个月以前发布,145.0,27463.0,顺义,"116.605239,40.134877"
精装独栋，南北通透，诚意出售，随时签约,龙苑别墅 , 5室3厅 ,334.53,31.0,12.0, 1个月以前发布,1250.0,37366.0,顺义,"116.670192,40.16455"
智地香蜜湾  两居室  精装修  满五年业主在京就一套房,智地香蜜湾 , 2室1厅 ,88.97,2.0,0.0, 1个月以前发布,550.0,61819.0,顺义,"116.545553,40.103666"
建新南区 2室1厅 257万,建新南区 , 2室1厅 ,51.88,17.0,31.0, 3个月以前发布,257.0,49538.0,顺义,"116.659766,40.128078"
佳和宜园，毛坯三居室，南北通透,佳和宜园 , 3室1厅 ,139.82,69.0,32.0, 2个月以前发布,450.0,32185.0,顺义,"116.655693,40.180093"
南北通透，精装三居，高楼层，满二年，拎包入住。 ,金汉绿港五区 , 3室1厅 ,134.76,26.0,36.0, 1个月以前发布,585.0,43411.0,顺义,"116.664712,40.14103"
中建国际城 3室1厅 445万,中建国际城 , 3室1厅 ,94.76,10.0,25.0, 1个月以前发布,445.0,46961.0,顺义,"116.646839,40.122206"
中铁花溪渡精装三居室 满二年 有一个产权车位！,中铁花溪渡 , 3室1厅 ,128.8,60.0,36.0, 3个月以前发布,520.0,40373.0,顺义,"116.664815,40.189938"
恒丰花园，独栋别墅！双证！业主诚意出售！,恒丰花园 , 5室2厅 ,360.17,8.0,1.0, 1个月以前发布,1300.0,36095.0,顺义,"116.677039,40.175922"
 朝南大两局 产权清晰 只有契税,埃力生 , 2室1厅 ,117.69,17.0,25.0, 2个月以前发布,350.0,29740.0,顺义,"116.597366,40.05421"
双兴北区 复式五居室  送露台  家庭首套房 满五年,双兴北区 , 5室2厅 ,149.34,11.0,7.0, 2个月以前发布,480.0,32142.0,顺义,"116.660013,40.147758"
龙湖香醍漫步二区 2室1厅 415万,龙湖香醍漫步二区 , 2室1厅 ,94.91,25.0,6.0, 2个月以前发布,415.0,43726.0,顺义,"116.670768,40.209956"
